Customer ID,City,Customer Last Name,Market,Region,Segment,State,Country,Customer First Name,Postal Code
JW-16075,Ajmer,west,(APAC),Central Asia,Consumer,Rajasthan,India,julia,
FC-4245,Akhisar,carlisle,(EMEA),EMEA,Home Office,Manisa,Turkey,frank,
AH-465,Akhisar,hunt,(EMEA),EMEA,Consumer,Manisa,Turkey,amy,
RL-9615,Akhmim,lucas,(Africa),Africa,Consumer,Suhaj,Egypt,rob,
CG-12040,Akola,glotzbach,(APAC),Central Asia,Home Office,Maharashtra,India,catherine,
RH-19555,Akola,hightower,(APAC),Central Asia,Consumer,Maharashtra,India,ritsa,
IM-15070,Akola,maddox,(APAC),Central Asia,Consumer,Maharashtra,India,irene,
JW-15955,Akola,wasserman,(APAC),Central Asia,Consumer,Maharashtra,India,joni,
MB-17305,Akron,bertelson,(US),East,Consumer,Ohio,United States,maria,44312
KB-16315,Akron,braun,(US),East,Consumer,Ohio,United States,karl,44312
EB-13705,Akron,braxton,(US),East,Corporate,Ohio,United States,ed,44312
MD-17350,Akron,dona,(US),East,Consumer,Ohio,United States,maribeth,44312
KH-16630,Akron,heidel,(US),East,Corporate,Ohio,United States,ken,44312
JM-15865,Akron,murray,(US),East,Consumer,Ohio,United States,john,44312
SP-20650,Akron,phelps,(US),East,Corporate,Ohio,United States,stephanie,44312
AT-10435,Akron,tate,(US),East,Home Office,Ohio,United States,alyssa,44312
JS-5595,Aksaray,stevenson,(EMEA),EMEA,Corporate,Aksaray,Turkey,jill,
SB-20290,Aksu,braxton,(APAC),North Asia,Corporate,Xinjiang Uygur,China,sean,
RL-19615,Aksu,lucas,(APAC),North Asia,Consumer,Xinjiang Uygur,China,rob,
DB-3060,Akure,brooks,(Africa),Africa,Consumer,Ondo,Nigeria,dave,
CM-1830,Akure,macintyre,(Africa),Africa,Corporate,Ondo,Nigeria,cari,
TS-11370,Akure,sumrall,(Africa),Africa,Corporate,Ondo,Nigeria,todd,
MB-7305,Al Amarah,bertelson,(EMEA),EMEA,Consumer,Maysan,Iraq,maria,
NM-8445,Al Amarah,mautz,(EMEA),EMEA,Home Office,Maysan,Iraq,nathan,
MH-7620,Al Fayyum,hagelstein,(Africa),Africa,Corporate,Al Fayyum,Egypt,matt,
MH-7455,Al Fayyum,hamilton,(Africa),Africa,Consumer,Al Fayyum,Egypt,mark,
DL-2925,Al Fayyum,lacy,(Africa),Africa,Consumer,Al Fayyum,Egypt,daniel,
FO-4305,Al Fayyum,olsen,(Africa),Africa,Consumer,Al Fayyum,Egypt,frank,
LP-7080,Al Fayyum,pelletier,(Africa),Africa,Consumer,Al Fayyum,Egypt,liz,
TP-11415,Al Fayyum,prescott,(Africa),Africa,Consumer,Al Fayyum,Egypt,tom,
TT-11220,Al Fayyum,thornton,(Africa),Africa,Consumer,Al Fayyum,Egypt,thomas,
IL-5100,Al Hillah,liston,(EMEA),EMEA,Consumer,Babil,Iraq,ivan,
DO-3645,Al Hillah,o'connell,(EMEA),EMEA,Consumer,Babil,Iraq,doug,
BP-1095,Al Hillah,pistole,(EMEA),EMEA,Corporate,Babil,Iraq,bart,
AR-540,Al Hillah,reiter,(EMEA),EMEA,Consumer,Babil,Iraq,andy,
JW-5220,Al Hillah,waco,(EMEA),EMEA,Corporate,Babil,Iraq,jane,
MC-7845,Al Hudaydah,chen,(EMEA),EMEA,Consumer,Al Hudaydah,Yemen,michael,
CC-2370,Al Hudaydah,conant,(EMEA),EMEA,Consumer,Al Hudaydah,Yemen,christopher,
KH-6330,Al Hudaydah,harms,(EMEA),EMEA,Corporate,Al Hudaydah,Yemen,katharine,
SC-10260,Al Hufuf,cohen,(EMEA),EMEA,Corporate,Ash Sharqiyah,Saudi Arabia,scott,
AR-570,Al Hufuf,ratner,(EMEA),EMEA,Consumer,Ash Sharqiyah,Saudi Arabia,anemone,
RD-9660,Al Mahallah al Kubra,dilbeck,(Africa),Africa,Home Office,Al Gharbiyah,Egypt,robert,
EJ-4155,Al Mahallah al Kubra,jacobs,(Africa),Africa,Consumer,Al Gharbiyah,Egypt,eva,
EM-3960,Al Mahallah al Kubra,murdock,(Africa),Africa,Consumer,Al Gharbiyah,Egypt,eric,
RO-9780,Al Mahallah al Kubra,o'brian,(Africa),Africa,Consumer,Al Gharbiyah,Egypt,rose,
DR-2880,Al Mahallah al Kubra,reichenbach,(Africa),Africa,Corporate,Al Gharbiyah,Egypt,dan,
AS-285,Al Mahallah al Kubra,savely,(Africa),Africa,Corporate,Al Gharbiyah,Egypt,alejandro,
SU-10665,Al Mahallah al Kubra,ulpright,(Africa),Africa,Home Office,Al Gharbiyah,Egypt,stephanie,
TC-11475,Al Manaqil,chapman,(Africa),Africa,Home Office,Gezira,Sudan,tony,
RB-9360,Al Minya,buch,(Africa),Africa,Consumer,Al Minya,Egypt,raymond,
MC-7425,Al Minya,cousins,(Africa),Africa,Corporate,Al Minya,Egypt,mark,
RD-9930,Al Minya,d'ascenzo,(Africa),Africa,Consumer,Al Minya,Egypt,russell,
NP-8700,Al Minya,preis,(Africa),Africa,Consumer,Al Minya,Egypt,nora,
RB-9330,Al Mubarraz,bradley,(EMEA),EMEA,Consumer,Ash Sharqiyah,Saudi Arabia,randy,
MP-8175,Al Mubarraz,pelletier,(EMEA),EMEA,Home Office,Ash Sharqiyah,Saudi Arabia,mike,
ES-4080,Al Muharraq,smith,(EMEA),EMEA,Corporate,Muharraq,Bahrain,erin,
AG-300,Alanya,gannaway,(EMEA),EMEA,Corporate,Antalya,Turkey,aleksandra,
KH-6630,Alanya,heidel,(EMEA),EMEA,Corporate,Antalya,Turkey,ken,
FM-4215,Alanya,mcadams,(EMEA),EMEA,Corporate,Antalya,Turkey,filia,
EA-14035,Albacete,ashbrook,(EU),South,Corporate,Castile-La Mancha,Spain,erin,
RD-19585,Albacete,dowd,(EU),South,Consumer,Castile-La Mancha,Spain,rob,
SO-20335,Albacete,o'donnell,(EU),South,Consumer,Castile-La Mancha,Spain,sean,
RE-19405,Albany,emerson,(APAC),Oceania,Consumer,Western Australia,Australia,ricardo,
AF-10870,Albany,ferguson,(APAC),Oceania,Consumer,Western Australia,Australia,art,
DK-13090,Albany,kipp,(APAC),Oceania,Consumer,Western Australia,Australia,dave,
TR-21325,Albany,ritter,(APAC),Oceania,Consumer,Western Australia,Australia,toby,
CS-12175,Albany,sheldon,(APAC),Oceania,Corporate,Western Australia,Australia,charles,
JS-15880,Albany,stevenson,(APAC),Oceania,Consumer,Western Australia,Australia,john,
LT-17110,Albany,thompson,(APAC),Oceania,Consumer,Western Australia,Australia,liz,
RM-19675,Albertville,marley,(EU),Central,Home Office,Rhône-Alpes,France,robert,
CA-12310,Albi,abelman,(EU),Central,Corporate,Midi-Pyrénées,France,christine,
EN-13780,Albi,nazzal,(EU),Central,Consumer,Midi-Pyrénées,France,edward,
FC-14335,Albuquerque,chung,(US),West,Corporate,New Mexico,United States,fred,87105
BF-11215,Albuquerque,farhat,(US),West,Home Office,New Mexico,United States,benjamin,87105
DR-12940,Albuquerque,raglin,(US),West,Home Office,New Mexico,United States,daniel,87105
ST-20530,Albuquerque,tom,(US),West,Consumer,New Mexico,United States,shui,87105
SV-20935,Albuquerque,vittorini,(US),West,Consumer,New Mexico,United States,susan,87105
DW-13195,Albuquerque,wiener,(US),West,Corporate,New Mexico,United States,david,87105
HA-14920,Albury,andreada,(APAC),Oceania,Consumer,New South Wales,Australia,helen,
GB-14575,Albury,baptist,(APAC),Oceania,Consumer,New South Wales,Australia,giulietta,
EH-14005,Albury,hernandez,(APAC),Oceania,Home Office,New South Wales,Australia,erica,
HM-14860,Albury,marie,(APAC),Oceania,Corporate,New South Wales,Australia,harry,
DP-13165,Albury,philippe,(APAC),Oceania,Consumer,New South Wales,Australia,david,
FP-14320,Albury,preis,(APAC),Oceania,Consumer,New South Wales,Australia,frank,
NP-18700,Albury,preis,(APAC),Oceania,Consumer,New South Wales,Australia,nora,
VW-21775,Albury,wilson,(APAC),Oceania,Corporate,New South Wales,Australia,victoria,
DW-13480,Albury,wilson,(APAC),Oceania,Home Office,New South Wales,Australia,dianna,
MY-18295,Albury,yedwab,(APAC),Oceania,Corporate,New South Wales,Australia,muhammed,
JC-15385,Alcobendas,caffey,(EU),South,Consumer,Madrid,Spain,jenna,
KH-16690,Alcobendas,hastings,(EU),South,Corporate,Madrid,Spain,kristen,
JC-16105,Alessandria,creighton,(EU),South,Corporate,Piedmont,Italy,julie,
GB-4575,Alexandria,baptist,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,giulietta,
EB-4110,Alexandria,barchas,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,eugene,
TB-21400,Alexandria,boeckenhauer,(US),South,Consumer,Virginia,United States,tom,22304
LC-6930,Alexandria,cazamias,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,linda,
SC-10440,Alexandria,chance,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,shaun,
SC-10095,Alexandria,chand,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,sanjit,
CC-2550,Alexandria,cheatham,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,clay,
AC-420,Alexandria,crouse,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,alyssa,
BD-1620,Alexandria,decherney,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,brian,
DD-13570,Alexandria,dickinson,(US),South,Consumer,Virginia,United States,dorothy,22304
JD-5895,Alexandria,doherty,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,jonathan,
JF-5355,Alexandria,fein,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,jay,
BG-1740,Alexandria,geld,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,bruce,
IG-5085,Alexandria,gibson,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,ivan,
AG-10495,Alexandria,gjertsen,(US),South,Corporate,Virginia,United States,andrew,22304
MG-7695,Alexandria,gnade,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,maureen,
VG-11805,Alexandria,grady,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,vivek,
RH-9600,Alexandria,haberlin,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,rob,
GH-4485,Alexandria,hale,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,gene,
KH-6510,Alexandria,herrera,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,keith,
JH-5820,Alexandria,huston,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,john,
AH-210,Alexandria,hwang,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,alan,
JK-5325,Alexandria,klamczynski,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,jason,
SK-9990,Alexandria,knutson,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,sally,
PM-8940,Alexandria,macintyre,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,paul,
GM-14695,Alexandria,maxwell,(US),South,Corporate,Virginia,United States,greg,22304
TP-11130,Alexandria,pippenger,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,theone,
FP-4320,Alexandria,preis,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,frank,
JP-6135,Alexandria,prescott,(Africa),Africa,Home Office,Al Iskandariyah,Egypt,julie,
PP-8955,Alexandria,prost,(Africa),Africa,Home Office,Al Iskandariyah,Egypt,paul,
AP-720,Alexandria,pryor,(Africa),Africa,Home Office,Al Iskandariyah,Egypt,anne,
AR-825,Alexandria,rawles,(Africa),Africa,Corporate,Al Iskandariyah,Egypt,anthony,
DS-3030,Alexandria,sayre,(Africa),Africa,Home Office,Al Iskandariyah,Egypt,darrin,
JS-5880,Alexandria,stevenson,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,john,
BS-1665,Alexandria,stugart,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,brian,
JW-5955,Alexandria,wasserman,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,joni,
PW-9240,Alexandria,wener,(Africa),Africa,Consumer,Al Iskandariyah,Egypt,pierre,
RD-19720,Alfortville,demir,(EU),Central,Consumer,Ile-de-France,France,roger,
NG-18430,Alfortville,gelder,(EU),Central,Consumer,Ile-de-France,France,nathan,
EL-13735,Alfortville,ludwig,(EU),Central,Home Office,Ile-de-France,France,ed,
JW-15220,Alfortville,waco,(EU),Central,Corporate,Ile-de-France,France,jane,
RB-9570,Algiers,beeghly,(Africa),Africa,Consumer,Alger,Algeria,rob,
TB-11250,Algiers,brockman,(Africa),Africa,Consumer,Alger,Algeria,tim,
BC-1125,Algiers,castell,(Africa),Africa,Home Office,Alger,Algeria,becky,
KF-6285,Algiers,ferguson,(Africa),Africa,Home Office,Alger,Algeria,karen,
NF-8595,Algiers,fjeld,(Africa),Africa,Home Office,Alger,Algeria,nicole,
JG-5160,Algiers,galang,(Africa),Africa,Consumer,Alger,Algeria,james,
GH-4410,Algiers,hansen,(Africa),Africa,Home Office,Alger,Algeria,gary,
DJ-3510,Algiers,jones,(Africa),Africa,Corporate,Alger,Algeria,don,
AM-360,Algiers,mccarthy,(Africa),Africa,Corporate,Alger,Algeria,alice,
CM-2160,Algiers,mccrossin,(Africa),Africa,Consumer,Alger,Algeria,charles,
DR-2940,Algiers,raglin,(Africa),Africa,Home Office,Alger,Algeria,daniel,
CR-2730,Algiers,reiter,(Africa),Africa,Consumer,Alger,Algeria,craig,
TS-11505,Algiers,sayre,(Africa),Africa,Consumer,Alger,Algeria,tony,
DS-3180,Algiers,smith,(Africa),Africa,Corporate,Alger,Algeria,david,
YS-11880,Algiers,sorensen,(Africa),Africa,Corporate,Alger,Algeria,yana,
MS-7980,Algiers,stewart,(Africa),Africa,Corporate,Alger,Algeria,michael,
TT-11070,Algiers,trevino,(Africa),Africa,Consumer,Alger,Algeria,ted,
MV-8190,Algiers,vittorini,(Africa),Africa,Consumer,Alger,Algeria,mike,
MW-8220,Algiers,webber,(Africa),Africa,Consumer,Alger,Algeria,mitch,
CD-11920,Alicante,daly,(EU),South,Consumer,Valenciana,Spain,carlos,
IM-15055,Alicante,mcgrath,(EU),South,Consumer,Valenciana,Spain,ionia,
KN-16705,Alicante,nunn,(EU),South,Home Office,Valenciana,Spain,kristina,
NP-18670,Alicante,paige,(EU),South,Consumer,Valenciana,Spain,nora,
LP-17080,Alicante,pelletier,(EU),South,Consumer,Valenciana,Spain,liz,
RW-19540,Alicante,wilson,(EU),South,Corporate,Valenciana,Spain,rick,
TC-21535,Alice Springs,collins,(APAC),Oceania,Home Office,Northern Territory,Australia,tracy,
JK-15205,Alice Springs,kunitz,(APAC),Oceania,Consumer,Northern Territory,Australia,jamie,
DP-13105,Alice Springs,poirier,(APAC),Oceania,Corporate,Northern Territory,Australia,dave,
MH-18115,Aligarh,hernandez,(APAC),Central Asia,Home Office,Uttar Pradesh,India,mick,
AJ-10945,Aligarh,jarboe,(APAC),Central Asia,Consumer,Uttar Pradesh,India,ashley,
CS-12460,Aligarh,sachs,(APAC),Central Asia,Consumer,Uttar Pradesh,India,chuck,
AS-10240,Aligarh,shonely,(APAC),Central Asia,Consumer,Uttar Pradesh,India,alan,
AH-75,Aligudarz,hart,(EMEA),EMEA,Corporate,Lorestan,Iran,adam,
MF-18250,Alkmaar,federle,(EU),Central,Corporate,North Holland,Netherlands,monica,
EB-14170,Allahabad,bailliet,(APAC),Central Asia,Consumer,Uttar Pradesh,India,evan,
NC-18625,Allahabad,childs,(APAC),Central Asia,Corporate,Uttar Pradesh,India,noah,
HG-15025,Allahabad,glantz,(APAC),Central Asia,Consumer,Uttar Pradesh,India,hunter,
GM-14440,Allahabad,mcgarr,(APAC),Central Asia,Consumer,Uttar Pradesh,India,gary,
AG-10675,Allen,gayman,(US),Central,Consumer,Texas,United States,anna,75002
AW-10840,Allen,witt,(US),Central,Consumer,Texas,United States,anthony,75002
SM-20320,Allentown,miller,(US),East,Home Office,Pennsylvania,United States,sean,18103
JC-6105,Almaty,creighton,(EMEA),EMEA,Corporate,Almaty City,Kazakhstan,julie,
JD-6015,Almaty,daniels,(EMEA),EMEA,Consumer,Almaty City,Kazakhstan,joy,
BF-1005,Almaty,franz,(EMEA),EMEA,Home Office,Almaty City,Kazakhstan,barry,
MG-8205,Almaty,gastineau,(EMEA),EMEA,Corporate,Almaty City,Kazakhstan,mitch,
SO-10335,Almaty,o'donnell,(EMEA),EMEA,Consumer,Almaty City,Kazakhstan,sean,
GT-4635,Almaty,thornton,(EMEA),EMEA,Corporate,Almaty City,Kazakhstan,grant,
NG-18355,Almelo,gilpin,(EU),Central,Corporate,Overijssel,Netherlands,nat,
JL-15175,Almelo,lanier,(EU),Central,Home Office,Overijssel,Netherlands,james,
BF-11020,Alphen aan den Rijn,französisch,(EU),Central,Corporate,South Holland,Netherlands,barry,
JH-15430,Alphen aan den Rijn,halladay,(EU),Central,Consumer,South Holland,Netherlands,jennifer,
SJ-20215,Alphen aan den Rijn,jordon,(EU),Central,Consumer,South Holland,Netherlands,sarah,
KM-16375,Alphen aan den Rijn,murray,(EU),Central,Home Office,South Holland,Netherlands,katherine,
CY-12745,Alphen aan den Rijn,yedwab,(EU),Central,Corporate,South Holland,Netherlands,craig,
HA-14905,Altamura,abelman,(EU),South,Consumer,Apulia,Italy,helen,
TS-21610,Altotonga,staebel,(LATAM),North,Consumer,Veracruz,Mexico,troy,
AB-10600,Amadora,blume,(EU),South,Corporate,Lisboa,Portugal,ann,
LH-17155,Amadora,haushalter,(EU),South,Consumer,Lisboa,Portugal,logan,
PO-19195,Amagasaki,ober,(APAC),North Asia,Home Office,Hyogo,Japan,phillina,
JE-15745,Amarillo,eaton,(US),Central,Consumer,Texas,United States,joel,79109
SG-20890,Amarillo,gilcrest,(US),Central,Corporate,Texas,United States,susan,79109
FM-14380,Amarillo,mcmath,(US),Central,Consumer,Texas,United States,fred,79109
NM-18520,Amarillo,murray,(US),Central,Consumer,Texas,United States,neoma,79109
DS-13180,Amarillo,smith,(US),Central,Corporate,Texas,United States,david,79109
PJ-9015,Amasya,johnson,(EMEA),EMEA,Consumer,Amasya,Turkey,pauline,
HZ-4950,Amasya,zydlo,(EMEA),EMEA,Consumer,Amasya,Turkey,henia,
DA-13450,Amatitlán,arnett,(LATAM),Central,Home Office,Guatemala,Guatemala,dianna,
CB-12535,Amatitlán,bergmann,(LATAM),Central,Corporate,Guatemala,Guatemala,claudia,
CD-11980,Amatitlán,darley,(LATAM),Central,Consumer,Guatemala,Guatemala,carol,
PG-18895,Amatitlán,gonzalez,(LATAM),Central,Consumer,Guatemala,Guatemala,paul,
RH-19495,Amatitlán,hansen,(LATAM),Central,Consumer,Guatemala,Guatemala,rick,
FM-14215,Amatitlán,mcadams,(LATAM),Central,Corporate,Guatemala,Guatemala,filia,
RR-19315,Amatitlán,ritter,(LATAM),Central,Consumer,Guatemala,Guatemala,ralph,
KT-16465,Amatitlán,takahito,(LATAM),Central,Consumer,Guatemala,Guatemala,kean,
GB-14530,Ambattur,bell,(APAC),Central Asia,Corporate,Tamil Nadu,India,george,
AJ-10960,Ambattur,jones,(APAC),Central Asia,Consumer,Tamil Nadu,India,astrea,
LD-16855,Ambon,donovan,(APAC),Southeast Asia,Corporate,Maluku,Indonesia,lela,
BS-11365,Americana,shonely,(LATAM),South,Corporate,São Paulo,Brazil,bill,
JB-15400,Amersfoort,braxton,(EU),Central,Corporate,Utrecht,Netherlands,jennifer,
CC-12550,Amiens,cheatham,(EU),Central,Consumer,Picardy,France,clay,
PH-18790,Amiens,hirasaki,(EU),Central,Home Office,Picardy,France,patricia,
BM-11575,Amiens,murry,(EU),Central,Corporate,Picardy,France,brendan,
BP-11050,Amiens,pond,(EU),Central,Corporate,Picardy,France,barry,
DA-3450,Amman,arnett,(EMEA),EMEA,Home Office,'Amman,Jordan,dianna,
SG-10890,Amman,gilcrest,(EMEA),EMEA,Corporate,'Amman,Jordan,susan,
RH-9510,Amman,huthwaite,(EMEA),EMEA,Home Office,'Amman,Jordan,rick,
PT-9090,Amman,takahito,(EMEA),EMEA,Consumer,'Amman,Jordan,pete,
DV-3045,Amman,van huff,(EMEA),EMEA,Corporate,'Amman,Jordan,darrin,
LH-6750,Amol,hughes,(EMEA),EMEA,Consumer,Mazandaran,Iran,larry,
SM-10950,Amol,mcnair,(EMEA),EMEA,Corporate,Mazandaran,Iran,suzanne,
CM-1935,Amol,meador,(EMEA),EMEA,Consumer,Mazandaran,Iran,carlos,
WB-21850,Amravati,brown,(APAC),Central Asia,Consumer,Maharashtra,India,william,
JE-15610,Amravati,epp,(APAC),Central Asia,Corporate,Maharashtra,India,jim,
GH-14425,Amritsar,hwang,(APAC),Central Asia,Consumer,Punjab,India,gary,
SN-20560,Amritsar,norling,(APAC),Central Asia,Home Office,Punjab,India,skye,
DL-13495,Amstelveen,lloyd,(EU),Central,Corporate,North Holland,Netherlands,dionis,
EB-14110,Amsterdam,barchas,(EU),Central,Consumer,North Holland,Netherlands,eugene,
AB-10060,Amsterdam,bellavance,(EU),Central,Home Office,North Holland,Netherlands,adam,
JB-15925,Amsterdam,blumstein,(EU),Central,Consumer,North Holland,Netherlands,joni,
TC-21295,Amsterdam,carlisle,(EU),Central,Consumer,North Holland,Netherlands,toby,
SC-20770,Amsterdam,carmichael,(EU),Central,Corporate,North Holland,Netherlands,stewart,
AH-10120,Amsterdam,hane,(EU),Central,Home Office,North Holland,Netherlands,adrian,
JH-15910,Amsterdam,howell,(EU),Central,Consumer,North Holland,Netherlands,jonathan,
JK-15730,Amsterdam,kamberova,(EU),Central,Consumer,North Holland,Netherlands,joe,
CM-11830,Amsterdam,macintyre,(EU),Central,Corporate,North Holland,Netherlands,cari,
GM-14680,Amsterdam,matthias,(EU),Central,Consumer,North Holland,Netherlands,greg,
MM-17920,Amsterdam,moore,(EU),Central,Consumer,North Holland,Netherlands,michael,
SN-20710,Amsterdam,nguyen,(EU),Central,Home Office,North Holland,Netherlands,steve,
FO-14305,Amsterdam,olsen,(EU),Central,Consumer,North Holland,Netherlands,frank,
CS-11950,Amsterdam,soltero,(EU),Central,Consumer,North Holland,Netherlands,carlos,
JS-15940,Amsterdam,sundaresam,(EU),Central,Home Office,North Holland,Netherlands,joni,
MV-18190,Amsterdam,vittorini,(EU),Central,Consumer,North Holland,Netherlands,mike,
LW-17125,Amsterdam,willingham,(EU),Central,Consumer,North Holland,Netherlands,liz,
EB-3975,An Nasiriyah,bern,(EMEA),EMEA,Corporate,Dhi Qar,Iraq,erica,
JE-5715,An Nasiriyah,elijah,(EMEA),EMEA,Consumer,Dhi Qar,Iraq,joe,
BF-1275,An Nasiriyah,fritzler,(EMEA),EMEA,Corporate,Dhi Qar,Iraq,beth,
KD-16615,Anaheim,dana,(US),West,Corporate,California,United States,ken,92804
BD-11620,Anaheim,decherney,(US),West,Consumer,California,United States,brian,92804
AH-10210,Anaheim,hwang,(US),West,Consumer,California,United States,alan,92804
LC-17140,Anantapur,currie,(APAC),Central Asia,Consumer,Andhra Pradesh,India,logan,
PS-19045,Anantapur,sewall,(APAC),Central Asia,Home Office,Andhra Pradesh,India,penelope,
BP-11095,Anápolis,pistole,(LATAM),South,Corporate,Goiás,Brazil,bart,
ER-13855,Anápolis,rittenbach,(LATAM),South,Corporate,Goiás,Brazil,elpida,
DP-13390,Ancona,pardue,(EU),South,Home Office,Marche,Italy,dennis,
VD-11670,Andijon,dominguez,(EMEA),EMEA,Consumer,Andijan,Uzbekistan,valerie,
MS-7770,Andijon,schwartz,(EMEA),EMEA,Consumer,Andijan,Uzbekistan,maxwell,
PS-18760,Andover,stobb,(US),East,Consumer,Massachusetts,United States,pamela,1810
AS-10285,Andria,savely,(EU),South,Corporate,Apulia,Italy,alejandro,
HE-4800,Angarsk,engle,(EMEA),EMEA,Corporate,Irkutsk,Russia,harold,
SP-10920,Angarsk,pistek,(EMEA),EMEA,Consumer,Irkutsk,Russia,susan,
BF-11170,Angeles City,ferrer,(APAC),Southeast Asia,Home Office,Central Luzon,Philippines,ben,
RM-19750,Angeles City,murray,(APAC),Southeast Asia,Consumer,Central Luzon,Philippines,roland,
BS-11590,Angeles City,sweed,(APAC),Southeast Asia,Corporate,Central Luzon,Philippines,brendan,
CA-11965,Angers,adams,(EU),Central,Corporate,Pays de la Loire,France,carol,
AA-10375,Angers,armold,(EU),Central,Consumer,Pays de la Loire,France,allen,
AG-10765,Angers,garverick,(EU),Central,Home Office,Pays de la Loire,France,anthony,
GG-14650,Angers,guthrie,(EU),Central,Corporate,Pays de la Loire,France,greg,
BN-11515,Angers,nguyen,(EU),Central,Consumer,Pays de la Loire,France,bradley,
SP-20920,Angers,pistek,(EU),Central,Consumer,Pays de la Loire,France,susan,
PP-18955,Angers,prost,(EU),Central,Home Office,Pays de la Loire,France,paul,
PT-19090,Angers,takahito,(EU),Central,Consumer,Pays de la Loire,France,pete,
CV-12805,Anglet,voltz,(EU),Central,Corporate,Aquitaine,France,cynthia,
SV-20365,Anjo,vernon,(APAC),North Asia,Consumer,Aichi,Japan,seth,
LA-6780,Ankara,armstrong,(EMEA),EMEA,Corporate,Ankara,Turkey,laura,
DB-3555,Ankara,badders,(EMEA),EMEA,Corporate,Ankara,Turkey,dorothy,
AB-105,Ankara,barton,(EMEA),EMEA,Consumer,Ankara,Turkey,adrian,
SB-10170,Ankara,bern,(EMEA),EMEA,Consumer,Ankara,Turkey,sarah,
TB-11355,Ankara,boyes,(EMEA),EMEA,Corporate,Ankara,Turkey,todd,
LC-6960,Ankara,castell,(EMEA),EMEA,Home Office,Ankara,Turkey,lindsay,
MC-7575,Ankara,collins,(EMEA),EMEA,Consumer,Ankara,Turkey,matt,
MD-7860,Ankara,dominguez,(EMEA),EMEA,Corporate,Ankara,Turkey,michael,
JE-5745,Ankara,eaton,(EMEA),EMEA,Consumer,Ankara,Turkey,joel,
DF-3135,Ankara,flashing,(EMEA),EMEA,Consumer,Ankara,Turkey,david,
BF-1020,Ankara,französisch,(EMEA),EMEA,Corporate,Ankara,Turkey,barry,
JG-5115,Ankara,garza,(EMEA),EMEA,Consumer,Ankara,Turkey,jack,
EH-3990,Ankara,hackney,(EMEA),EMEA,Consumer,Ankara,Turkey,erica,
FH-4365,Ankara,hopkins,(EMEA),EMEA,Corporate,Ankara,Turkey,fred,
GH-4425,Ankara,hwang,(EMEA),EMEA,Consumer,Ankara,Turkey,gary,
SJ-10500,Ankara,jackson,(EMEA),EMEA,Consumer,Ankara,Turkey,shirley,
BK-1260,Ankara,kampe,(EMEA),EMEA,Consumer,Ankara,Turkey,berenike,
DL-3495,Ankara,lloyd,(EMEA),EMEA,Corporate,Ankara,Turkey,dionis,
EM-4140,Ankara,moren,(EMEA),EMEA,Home Office,Ankara,Turkey,eugene,
SN-10710,Ankara,nguyen,(EMEA),EMEA,Home Office,Ankara,Turkey,steve,
PO-9195,Ankara,ober,(EMEA),EMEA,Home Office,Ankara,Turkey,phillina,
HP-4815,Ankara,pawlan,(EMEA),EMEA,Home Office,Ankara,Turkey,harold,
RP-9855,Ankara,phan,(EMEA),EMEA,Corporate,Ankara,Turkey,roy,
DP-3105,Ankara,poirier,(EMEA),EMEA,Corporate,Ankara,Turkey,dave,
VP-11730,Ankara,preis,(EMEA),EMEA,Home Office,Ankara,Turkey,victor,
AR-510,Ankara,roberts,(EMEA),EMEA,Consumer,Ankara,Turkey,andrew,
CS-2460,Ankara,sachs,(EMEA),EMEA,Consumer,Ankara,Turkey,chuck,
RS-9870,Ankara,skaria,(EMEA),EMEA,Home Office,Ankara,Turkey,roy,
GT-4755,Ankara,thornton,(EMEA),EMEA,Consumer,Ankara,Turkey,guy,
AW-840,Ankara,witt,(EMEA),EMEA,Consumer,Ankara,Turkey,anthony,
SU-20665,Ann Arbor,ulpright,(US),Central,Home Office,Michigan,United States,stephanie,48104
